Genotype,height,R8,yield
DS11-38181,101.2225,31.375,3782.925
DS11-38184,97.27625,31.75,3897.525
DS11-38186,109.06,31,3870.4
DS11-38188,99.31,29.875,3640.8
DS11-38192,112.7925,33.5,3937.3125
DS11-38193,113.43875,32.625,4061.775
DS11-38194,108.49625,31.125,3798.25
DS11-38195,112.39,31.875,3302.7
DS11-38196,115.7275,31,3438.2
DS11-38197,119.04,34.375,3682.875
DS11-38201,105.56125,31.125,4073.4375
DS11-38208,101.755,29.625,3900.45
DS11-38211,118.94375,32,3704.9875
DS11-39127,101.422,30.8,4072.173
DS11-39128,95.84,30,4053.91727272727
DS11-39130,105.63,34.3636363636364,4104.22727272727
DS11-39131,97.107,30.5,3829.643
DS11-39132,101.779090909091,36,4403.81909090909
DS11-39134,101.806363636364,34.9090909090909,4435.72090909091
DS11-39135,85.8063636363636,33.5454545454545,4040.12272727273
DS11-39136,96.162,34.8,4024.062
DS11-39138,97.172,29.1,3926.286
DS11-39139,92.966,32.7,4082.069
DS11-39140,100.53,29.2,4309.699
DS11-39141,92.113,30.3,4192.069
DS11-39143,103.744,30.3,3933.296
DS11-39144,101.939,32.4,3935.304
DS11-39146,111.83,32.6,4375.194
DS11-39147,93.796,31.7,3944.443
DS11-39148,101.071,31.9,4269.576
DS11-39149,97.3254545454545,33.8181818181818,4547.13363636364
DS11-39150,96.8609090909091,33.3636363636364,4227.97909090909
DS11-39151,93.929,30.7,4175.995
DS11-39152,96.4172727272727,32.3636363636364,4282.01
DS11-39154,98.0222222222222,33.8888888888889,4261.31
DS11-39155,90.6555,31.3,4117.84
DS11-39156,90.441,33,4087.766
DS11-39157,99.5536363636364,32.7272727272727,4352.98818181818
DS11-39158,94.933,31.9,3945.665
DS11-39159,91.0581818181818,32.8181818181818,4275.88
DS11-39160,97.2425,35.5,4256.525
DS11-39161,96.5614285714286,35.1428571428571,3919.4
DS11-39162,96.596,31.5,4087.836
DS11-39163,99.712,30.5,4118.411
DS11-39164,103.293636363636,33.4545454545455,3792.49727272727
DS11-39165,100.093636363636,35.1818181818182,4283.29181818182
DS11-39166,99.7336363636364,32.2727272727273,4310.90090909091
DS11-39167,109.081111111111,34.5555555555556,4179.72777777778
DS11-39169,101.322,35.2,3862.907
DS11-39170,100.504,33.6,4020.775
DS11-39171,102.639,37.2,3713.362
DS11-39172,99.695,36.1,4111.905
DS11-39173,101.11,32.8888888888889,3652.65222222222
DS11-39175,100.743333333333,32.4444444444444,3744.63111111111
DS11-39178,103.93,34.1,3795.902
DS11-39179,100.063333333333,29.5555555555556,3743.47333333333
DS11-39180,96.419,34,4269.383
DS11-39181,101.478,35.3,3989.785
DS11-39183,103.685,33,3677.93125
DS11-39184,99.875,34.3,3894.331
DS11-39185,101.212222222222,30.4444444444444,3598.49
DS11-39186,101.351,33.5,4152.356
DS11-39187,111.241111111111,35,3902.53
DS11-39188,111.293,33.6,3612.651
DS11-39189,97.6711111111111,36.3333333333333,4020.81444444444
DS11-39190,103.51,33.9,4099.185
DS11-39191,101.766666666667,35,3810.88555555556
DS11-39192,100.143,30.8,4018.137
DS11-39193,100.888,35.7,3721.037
DS11-39194,103.933,33.4,3690.066
DS11-39195,93.599,34.6,4097.461
DS11-39196,102.338,34,4381.457
DS11-39197,101.96,33.2,3532.632
DS11-39198,106.062,31.2,3864.211
DS11-39199,96.647,28.8,3630.154
DS11-39200,104.893,34.5,4317.627
DS11-39202,102.741111111111,34.8888888888889,3964.87777777778
DS11-39204,94.231,33.8,3882.524
DS11-39205,103.787777777778,33.6666666666667,3950.56333333333
DS11-39207,113.685555555556,35.4444444444444,4280.24
DS11-39208,97.633,31.9,3978.205
DS11-39210,104.494285714286,33.8571428571429,4406.84285714286
DS11-39211,102.65,33.4285714285714,4254.42857142857
DS11-39212,109.11,36.1428571428571,4533.92857142857
DS11-39213,105.5575,38.125,4585.575
DS11-39215,115.06375,36.375,3773.1125
DS11-39219,102.92125,36.25,4092.725
DS11-39220,98.62,34.8571428571429,4128.81428571429
DS11-39222,93.38875,34.125,4161.5125
DS11-39223,96.3171428571429,31.7142857142857,4126.37142857143
DS11-39224,95.0514285714286,31.1428571428571,4127.04285714286
DS11-39225,98.875,34.5,4118.525
DS11-39226,100.75375,36,4202.9625
DS11-39227,99.325,33.625,4054.05
DS11-39228,101.0125,32.625,3934.625
DS11-39229,87.2328571428571,33.7142857142857,4320.15714285714
DS11-39231,93.43625,37.875,4163.95
DS11-39232,107.95625,37.25,4201.5625
DS11-39234,100.50625,35.75,3864.65
DS11-39235,96.4125,31.5,4012.6625
DS11-39236,101.0675,38.125,4507.5625
DS11-39237,101.84,34.8571428571429,4153.08571428571
DS11-39238,91.58375,31,3949.7625
DS11-39239,95.8985714285714,37,4213.42857142857
DS11-39240,98.02875,41,4072.075
DS11-39241,104.71875,38.125,4188.675
DS11-39242,104.64125,36.5,4186.975
DS11-39243,92.3342857142857,35.5714285714286,4373.05714285714
DS11-39244,102.788571428571,39,3942.9
DS11-39246,93.4775,34.75,4154.925
DS11-39247,99.32875,37,4383.9125
DS11-39248,98.8185714285714,34.8571428571429,4180.44285714286
DS11-39249,103.28625,35.25,4031.2625
DS11-39250,99.18875,36.625,4128.1375
DS11-39251,94.0171428571429,32.5714285714286,3849.25714285714
DS11-39252,99.3933333333333,36.3333333333333,4530.58333333333
DS11-39253,95.5614285714286,30.2857142857143,3964.41428571429
DS11-39254,103.5225,34.25,4101.625
DS11-39256,103.71875,38.125,3995.0125
DS11-39257,111.21625,38,4512.6625
DS11-39258,98.7425,40.25,3977.325
DS11-39259,98.67875,32.125,4182.5875
DS11-39261,110.1125,37,4052.5125
DS11-39262,100.24125,36.375,4488.65
DS11-39263,103.50125,35.125,4597.5125
DS11-39265,110.33,37.375,3966.65
DS11-39266,99.57625,37.5,4594.3
DS11-39267,112.265,36.625,4376.0625
DS11-39269,100.57625,34.875,4198.2625
DS11-39270,103.405,32.375,4431.4375
DS11-39271,112.51,36.5714285714286,4613.08571428571
DS11-39275,105.82625,36,4669.325
DS11-39278,103.96625,32.125,4405.125
DS11-39279,96.3125,34.5,4423.4375
DS11-39281,107.902857142857,34.7142857142857,4413.52857142857
DS11-39283,116.10125,37.25,4188.9625
DS11-39284,108.6875,32.125,4102.5375
DS11-39285,93.20375,38.125,4361.8125
DS11-39287,96.64875,35.875,4390.7
DS11-39288,96.3975,34.25,4472.3375
DS11-39290,90.53875,37.375,4602.3375
DS11-39291,97.9225,33.125,4523.95
DS11-39292,100.97125,31.75,4268.0375
DS11-39294,107.82,38,4455.3125
DS11-39296,101.76875,34.25,4309.725
DS11-39297,102.68875,36.75,4675.2375
DS11-39298,100.81625,36.125,4559.675
DS11-40001,101.862222222222,27.3333333333333,3404.76777777778
DS11-40003,108.041,23,2790.01
DS11-40004,95.3744444444444,22.4444444444444,3013.12333333333
DS11-40005,104.461111111111,28.1111111111111,3646.45777777778
DS11-40007,103.221,24.9,3219.486
DS11-40009,88.87375,31.375,3731.0375
DS11-40010,107.642,28.3,3583.055
DS11-40011,93.6585714285714,25.8571428571429,3549.65714285714
DS11-40012,108.8425,30.125,3651.85
DS11-40013,99.2071428571429,27.7142857142857,3682.32857142857
DS11-40014,102.035555555556,34.4444444444444,3401.66666666667
DS11-40015,98.823,22.2,2835.113
DS11-40016,103.242,24.1,3281.759
DS11-40018,102.642,24.8,3352.264
DS11-40019,102.41,29.8888888888889,3232.02222222222
DS11-40020,88.235,20.2,2932.272
DS11-40021,104.43625,28.125,3644.7
DS11-40022,98.24375,32.625,3664.425
DS11-40023,95.0575,31.75,3724.675
DS11-40024,114.867,29.1,3479.324
DS11-40025,91.0925,30.75,3594.3
DS11-40026,102.337142857143,27,3437.8
DS11-40027,90.9928571428571,27.8571428571429,3415.05714285714
DS11-40028,98.309,23,3198.904
DS11-40029,117.532222222222,35.2222222222222,3323.87777777778
DS11-40030,98.3344444444444,26.8888888888889,3456.12
DS11-40031,114.996,28.3,3626.247
DS11-40032,107.82,31.4,3493.51
DS11-40033,104.241111111111,32.7777777777778,3732.01111111111
DS11-40034,100.027777777778,30,3473.04444444444
DS11-40035,103.325555555556,32.2222222222222,3638.25555555556
DS11-40036,104.65625,30.125,3581.7375
DS11-40037,98.5611111111111,31.6666666666667,2865.8
DS11-40038,107.998888888889,32.2222222222222,3572.61111111111
DS11-40039,109.931111111111,30,2871.12222222222
DS11-40040,116.18,34.4444444444444,2836.12222222222
DS11-40041,98.435,27.25,3282.05
DS11-40042,104.0175,29.75,3731.1625
DS11-40043,106.554444444444,32.3333333333333,3552.52222222222
DS11-40044,106.72,28.875,3758.4375
DS11-40045,99.04,32.3333333333333,2999.12222222222
DS11-40046,95.42,34.6666666666667,3310.88888888889
DS11-40047,103.056,26.5,3360.261
DS11-40048,96.534,30.7,3528.439
DS11-40049,101.071,25.4,3091.701
DS11-40050,107.486,26.2,3234.951
DS11-40051,103.909,31,3275.4
DS11-40052,112.136666666667,25.3333333333333,3385.48777777778
DS11-40053,103.794444444444,25.3333333333333,3477.48666666667
DS11-40054,92.9871428571429,26.8571428571429,3544.2
DS11-40055,106.074,24.9,3300.321
DS11-40056,109.008888888889,28.7777777777778,3639.00777777778
DS11-40057,93.5722222222222,24.8888888888889,3281.19888888889
DS11-40060,113.948,30.5,3486.165
DS11-40061,99.113,27,3203.065
DS11-40062,92.715,26.7,3586.376
DS11-40063,108.838888888889,32.1111111111111,3455.54
DS11-40064,88.6833333333333,27.7777777777778,3452.30888888889
DS11-40065,105.711,28.9,3466.321
DS11-40066,98.5077777777778,25.6666666666667,3678.05666666667
DS11-40067,102.754,32.2,3624.533
DS11-40069,102.586666666667,31.2222222222222,3349.56555555556
DS11-40070,108.053,27.7,3467.167
DS11-40071,104.529,25.3,3583.576
DS11-40072,101.842,29.5,3483.097
DS11-40073,96.313,20.9,2992.681
DS11-40074,104.184,24,3176.056
DS11-40077,104.897777777778,30.3333333333333,3138.98
DS11-40078,119.066,32.2,3091.151
DS11-40079,104.543333333333,31.7777777777778,3025.07333333333
DS11-40081,109.659,27.1,2980.414
DS11-40083,103.782,28.7,3030.33
DS11-40084,118.715,30.5,3361.492
DS11-40086,116.245555555556,29.2222222222222,3118.67888888889
DS11-40087,104.305,28.3,2937.661
DS11-40088,112.247,26.3,2824.448
DS11-40089,107.477,25.7,3417.909
DS11-40092,109.444,33.8,3546.649
DS11-40094,106.718,26,3381.978
DS11-40095,105.07,28.6,3476.707
DS11-40097,108.413,30.6,3417.2295
DS11-40098,103.519,30.2,3964.757
DS11-40099,110.608,24.2,2879.588
DS11-40100,107.377,28.2,3398.959
DS11-40101,111.189,32.6,3572.692
DS11-40102,114.438,28.7,3436.298
DS11-40103,88.6144444444444,23.3333333333333,3263.01333333333
DS11-40104,101.6,25.1,3162.84
DS11-40106,112.418,27,3624.181
DS11-40112,111.266666666667,27.1111111111111,3237.78111111111
DS11-40113,108.54,28.1111111111111,2913.74777777778
DS11-40114,99.881,27.5,3669.71
DS11-40116,106.685,26.1,3263.666
DS11-40119,113.567,28.8,3329.3
DS11-40120,101.98,34.1111111111111,3407.6
DS11-40121,104.054,28.4,4006.027
DS11-40122,94.115,27.2,3506.434
DS11-40123,110.59,27,3279.069
DS11-40124,117,36.3333333333333,3532.21111111111
DS11-40142,110.78875,34.875,3495.6
DS11-40143,93.16,29.625,3819.675
DS11-40144,93.6628571428571,28,3589.18571428571
DS11-40145,106.997777777778,32.4444444444444,3179.43333333333
DS11-40146,103.3975,35.5,3063.5375
DS11-40147,98.8314285714286,27,3450.75714285714
DS11-40149,105.61,35.7777777777778,3536.96666666667
DS11-40152,110.108888888889,31.1111111111111,3071.74444444444
DS11-40154,95.37125,28.625,3790.375
DS11-40155,111.257777777778,30.3333333333333,3264.3
DS11-40157,104.385555555556,30.2222222222222,3392.23333333333
DS11-40158,116.408888888889,34.1111111111111,3104.63333333333
DS11-40159,103.742857142857,26.5714285714286,3486.81428571429
DS11-40160,106.391111111111,32.7777777777778,3191.32222222222
DS11-40161,106.036666666667,31.6666666666667,3274.56666666667
DS11-40167,100.04875,30.5,3882.4875
DS11-40168,104.51625,33.75,3847.375
DS11-40169,113.1025,30.5,3382.8
DS11-40171,96.5657142857143,30.1428571428571,3435.84285714286
DS11-40172,98.5314285714286,27.2857142857143,3545.68571428571
DS11-40175,101.963333333333,31.4444444444444,3331.41111111111
DS11-40177,113.43,34.6666666666667,3431.06666666667
DS11-40178,122.857777777778,33.7777777777778,3230.07777777778
DS11-40181,109.981111111111,34,3338.16666666667
DS11-40182,116.00125,31.5,3302.8875
DS11-40183,102.337142857143,28.7142857142857,3938.51428571429
DS11-40184,102.235555555556,32.2222222222222,3167.66666666667
DS11-40188,110.906666666667,30.7777777777778,3023.1
DS11-40189,96.71875,28.75,3730.025
DS11-40190,85.9275,29.5,3974.8125
DS11-40191,105.32,29.7142857142857,3246.84285714286
DS11-40192,110.415,30.125,3361.875
DS11-40193,103.848571428571,27.4285714285714,4090.62857142857
DS11-40194,98.4555555555556,31.7777777777778,3010.4
DS11-40195,102.984444444444,32.1111111111111,3143.44444444444
DS11-40196,97.9785714285714,27.4285714285714,3433.75714285714
DS11-40197,104.671111111111,33.7777777777778,3397.17777777778
DS11-40198,97.8525,28.25,3485.25
DS11-41001,102.925,33.5,3742.975
DS11-41002,100.03,30.8571428571429,3987.01428571429
DS11-41003,110.23875,30.875,3835.25
DS11-41004,108.991428571429,33.1428571428571,4152.95714285714
DS11-41007,100.075,31.375,3992.6625
DS11-41011,99.4122222222222,33.2777777777778,3877.75444444444
DS11-41012,117.04625,35.625,3900.5
DS11-41013,112.585714285714,35.7142857142857,3448.77142857143
DS11-41014,91.91625,29.375,3785.9375
DS11-41015,97.77875,33.625,4003.0875
DS11-41016,111.6,35.5,4128.575
DS11-41017,121.77125,35.375,3661.8625
DS11-41018,101.995714285714,35.1428571428571,4325.95714285714
DS11-41026,99.9028571428571,27.8571428571429,3726.85714285714
DS11-41028,108.98625,33.25,4041.7
DS11-41030,102.688823529412,34.4705882352941,3974.04
DS11-41037,103.015555555556,32.1666666666667,3916.85388888889
DS11-41039,106.6275,30.75,3421.45
DS11-41041,105.1875,30.875,4113.9875
DS11-41042,102.75125,32.375,3730.55
DS11-41044,120.54625,32.875,3435.9
DS11-41045,101.945714285714,32,3703.57142857143
DS11-41047,111.575,29.875,3524.775
DS11-41050,102.6,29.7142857142857,3568.51428571429
DS11-41052,88.9242857142857,28.4285714285714,3887.28571428571
DS11-41053,111.3125,33.625,3991.65
DS11-41055,113.641428571429,35.7142857142857,4290.2
DS11-41056,116.6775,37.875,3290.8625
DS11-41057,118.4675,33.5,3764.1625
DS11-41100,110.89125,37.25,3769.1125
DS11-41101,106.915555555556,35,3642.46666666667
DS11-41103,98.90375,32.375,3674.1625
DS11-41104,101.658888888889,36,3767.44444444444
DS11-41107,100.454444444444,36.4444444444444,3933.33333333333
DS11-41108,100.96625,33.625,3713.89375
DS11-41110,104.055,34.25,3746.0625
DS11-41111,97.1588888888889,30.8888888888889,3598.86666666667
DS11-41112,99.595,31.875,3785.9375
DS11-41113,103.51125,35.375,3663.7
DS11-41114,108.507777777778,34.6666666666667,3742.93333333333
DS11-41115,101.067777777778,33.1111111111111,3912.12222222222
DS11-41116,103.545,34.25,3947.5375
DS11-41117,104.127142857143,35,3470.51428571429
DS11-41118,101.25625,35.625,3643.925
DS11-41122,100.318,26.9,3556.041
DS11-41123,110.344444444444,34.6666666666667,4091.27777777778
DS11-41124,109.37125,32.5,3710.7375
DS11-41126,104.072,31.3,3882.556
DS11-41127,101.753333333333,33,3689.7
DS11-41128,108.822222222222,35.3333333333333,3951.41111111111
DS11-41129,101.467,27.9,3476.622
DS11-41130,110.48,35.7777777777778,4069.87777777778
DS11-41132,98.5025,33.375,3833.5875
DS11-41133,99.765,35.875,4425.1
DS11-41134,105.773,30.6,3824.736
DS11-41135,112.631,26.8,3870.46
DS11-41136,109.453,28.9,3595.538
DS11-41137,107.368,31.6,3705.936
DS11-41138,103.581111111111,33,3519.45555555556
DS11-41139,112.114,29.5,3632.378
DS11-41140,103.454,32,3812.411
DS11-41141,117.247,31.1,3425.326
DS11-41142,120.838,31.7,3423.899
DS11-41143,109.574,29.6,3965.416
DS11-41144,109.281,30.1,3904.886
DS11-41145,103.227,32.2,3626.317
DS11-41146,101.75,30.6,3519.699
DS11-41147,112.696,30.7,3734.651
DS11-41148,99.408,29.6,3850.801
DS11-41149,100.117,27.8,3753.517
DS11-41150,97.536,26.8,3861.382
DS11-41151,100.843,31.6,3381.456
DS11-41156,100.552857142857,32.2857142857143,3274.9
DS11-41157,120.21,32.7777777777778,3639.1
DS11-41173,98.8525,30.9166666666667,4168.30416666667
DS11-41188,107.2925,32.5833333333333,3577.40333333333
DS11-41189,104.830833333333,31.75,3929.47166666667
DS11-41190,108.735,33.6666666666667,3471.72416666667
DS11-41191,104.314166666667,33.5833333333333,3851.08166666667
DS11-41192,111.7325,31.8333333333333,3240.77416666667
DS11-41193,111.7175,32.6666666666667,3296.22833333333
DS11-41195,99.4041666666667,28,3689.8475
DS11-41196,106.061666666667,29.3333333333333,3808.03083333333
DS11-41197,99.7558333333333,34.5833333333333,3918.23416666667
DS11-41199,113.118181818182,29.5454545454545,3412.77090909091
DS11-41200,105.095454545455,30.8181818181818,3368.29181818182
DS11-41201,105.813333333333,30.0833333333333,3374.7475
DS11-41202,82.0418181818182,24.7272727272727,3573.99727272727
DS11-41203,104.905,35.4166666666667,3592.1275
DS11-41204,97.28,28.3333333333333,3298.455
DS11-41205,112.822727272727,29.4545454545455,3453.38090909091
DS11-41206,99.1081818181818,30.5454545454545,3544.59454545455
DS11-41208,100.700833333333,29.5833333333333,3703.99416666667
DS11-41229,95.5511111111111,33.8888888888889,3847.05555555556
DS11-41230,97.5233333333333,31.3333333333333,3573.53333333333
DS11-41231,105.0625,33,3555.0625
DS11-41232,113.42,32.5555555555556,3514.64444444444
DS11-41234,92.9757142857143,29.1428571428571,3543.38571428571
DS11-41238,118.47875,32.125,3169
DS11-42001,103.187777777778,33.7777777777778,3295.45555555556
DS11-42002,112.872222222222,32.5555555555556,2777.46666666667
DS11-42004,71.85,18.2222222222222,2714.63444444444
DS11-42005,108.636315789474,25.4736842105263,3164.83368421053
DS11-42006,123.766666666667,37.3333333333333,2896.37777777778
DS11-42007,124.816666666667,32.8888888888889,3198.34444444444
DS11-42008,65.29375,20.5,2924.8
DS11-42010,117.928888888889,33.4444444444444,3058.33333333333
DS11-42014,115.97,37.6666666666667,2264.03333333333
DS11-42015,97.53,30.2222222222222,3139.44444444444
DS11-42016,86.2285714285714,24.1428571428571,3581.02857142857
DS11-42017,120.248888888889,34.3333333333333,2889.58888888889
DS11-42019,102.275555555556,28,3185.91111111111
DS11-42020,128.796111111111,34.3888888888889,3079.90055555556
DS11-42021,74.2242857142857,20.7142857142857,3211.78571428571
DS11-42022,94.43,22.5,3094.1875
DS11-42023,91.59,32.1111111111111,3299.22222222222
DS11-42024,113.1785,25.75,2876.06
DS11-42025,100.1525,21.75,3114.7
DS11-42026,102.2275,18.625,2637.0375
DS11-42027,94.2353333333333,18.7333333333333,2809.15333333333
DS11-42028,119.425555555556,34.8888888888889,2788.91111111111
DS11-42029,67.505,15.875,2853.7125
DS11-42030,89.33125,18.625,2935.8
DS11-42031,137.946666666667,39,2359.43333333333
DS11-42032,109.77,33.5,3069.5125
DS11-42033,83.31,18.375,3269.55
DS11-42034,117.745555555556,36.3333333333333,2791.94444444444
DS11-42035,107.74625,26.125,3027.825
DS11-42036,81.125,19,2721.2375
DS11-42037,127.882222222222,37.6666666666667,2963.58888888889
DS11-42038,67.4275,16.875,2541.475
DS11-42039,71.7725,18.375,2904.7875
DS11-42041,82.40875,20,3240.5875
DS11-42042,83.35,17.8181818181818,2647.08818181818
DS11-42043,107.970909090909,22.5454545454545,2840.13454545455
DS11-42044,127.205555555556,31.3333333333333,3534.44333333333
DS11-42045,94.6628571428571,20.2857142857143,2729.12857142857
DS11-42046,121.296,31.7,3413.393
DS11-42047,75.4236363636364,17.6363636363636,2942.33545454545
DS11-42048,96.1142857142857,20.1428571428571,3278.32857142857
DS11-42049,116.425555555556,29.8888888888889,3160.18444444444
DS11-42051,92.0381818181818,30.5454545454545,3369.18727272727
DS11-42052,88.8890909090909,23.5454545454545,3444.72454545455
DS11-42053,105.648888888889,35.8888888888889,3127.32111111111
DS11-42054,101.369090909091,28.5454545454545,3598.53727272727
DS11-42055,98.56,20.2727272727273,3149.53090909091
DS11-42056,102.698888888889,29.8888888888889,3617.68111111111
DS11-42058,109.184545454545,16.8181818181818,2773.95727272727
DS11-42059,95.5854545454546,19.9090909090909,3099.94727272727
DS11-42060,124.206666666667,37.6666666666667,2945.12666666667
DS11-42061,127.138,30.5,3313.862
DS11-42062,112.39125,31.5,3106.0625
DS11-42063,94.21,31.9,3599.776
DS11-42066,118.703333333333,28.5555555555556,3562.51666666667
DS11-42067,119.366666666667,31.1111111111111,3222.47111111111
DS11-42068,95.69,15.7272727272727,2461.30727272727
DS11-42069,127.0025,33.75,3563.69
DS11-42071,82.8154545454545,19,3225.10181818182
DS11-42072,98.0981818181818,29.3636363636364,3948.58181818182
DS11-42074,114.908,33.3,3448.567
DS11-42075,99.819,17.7,2895.364
DS11-42076,86.224,19.7,3088.762
DS11-42079,110.26,30.8888888888889,3590.21111111111
DS11-42080,126.162222222222,33.4444444444444,3377.17111111111
DS11-42081,88.9209090909091,19.3636363636364,3043.65272727273
DS11-42082,106.753,25.1,3620.923
DS11-42083,100.778,21.3,2887.602
DS11-42084,79.0672727272727,22.7272727272727,3477.60545454545
DS11-42085,106.706363636364,25.8181818181818,3567.37363636364
DS11-42086,99.3227272727273,27.0909090909091,3488.42727272727
DS11-42087,73.3963636363636,16.8181818181818,2203.60181818182
DS11-42088,90.4054545454545,17.8181818181818,2923.61363636364
DS11-42089,133.225,36.6,3482.363
DS11-42090,124.66,31.7,2924.029
DS11-42091,111.818181818182,23.5454545454545,3087.47454545455
DS11-42092,97.16,30.4,3801.677
DS11-42094,129.79,34.375,3425.05625
DS11-42095,96.097,22.3,3374.339
DS11-42096,75.0909090909091,18.1818181818182,2662.77727272727
DS11-42097,103.566,30.7,3352.502
DS11-42100,108.419,36.1,3492.685
DS11-42101,99.686,32.7,3413.994
DS11-42102,92.6011111111111,29.3333333333333,3316.20555555556
DS11-42103,75.3327272727273,17.3636363636364,2588.06181818182
DS11-42104,118.348888888889,28,3390.02111111111
DS11-42105,123.694,33.5,3354.357
DS11-42106,116.246,26.5,3353.367
DS11-42107,71.1463636363636,15.4545454545455,2749.24727272727
DS11-42109,113.945454545455,26.9090909090909,3579.56636363636
DS11-42110,102.677,36.7,3052.778
DS11-42111,112.959,30.9,3108.212
DS11-42112,106.225,28,3639.103
DS11-42114,102.813,26.9,3764.319
DS11-42115,123.297,30.9,3119.76
DS11-42116,101.316666666667,29,3683.37222222222
DS11-42118,111.001111111111,27.7777777777778,3177.37222222222
DS11-42121,103.664,28,3447.393
DS11-42122,99.3090909090909,20.3636363636364,2989.40909090909
DS11-42123,116.027,30.6,3214.246
DS11-42124,90.6209090909091,19.0909090909091,3077.46636363636
DS11-42125,102.488888888889,31.7777777777778,3289.08888888889
DS11-42127,93.7942857142857,21.4285714285714,3003
DS11-42128,65.27125,20,3205.3875
DS11-42129,71.33375,17.75,2610.4
DS11-42130,92.8177777777778,31,3186.94444444444
DS11-42132,106.115555555556,33.7777777777778,3393.55555555556
DS11-42133,109.17125,27.5,3125.875
DS11-42135,105.494444444444,31.8888888888889,2604.52222222222
DS11-42136,102.912941176471,37.6470588235294,3004.49411764706
DS11-42138,107.234444444444,33.6666666666667,2803.31111111111
DS11-42139,83.0925,21.125,3335.325
DS11-42141,106.6275,33.375,2825.925
DS11-42142,79.28,17.1428571428571,2763.45714285714
DS11-42143,118.06,37.2222222222222,2948.25555555556
DS11-42144,120.193333333333,37.7777777777778,2892.37777777778
DS11-42147,106.131428571429,21.4285714285714,2953.14285714286
DS11-42148,100.053333333333,35.7777777777778,3151.52222222222
DS11-42150,100.93875,24.25,3225.35
DS11-42151,81.0875,18.625,3000.2125
DS11-42152,91.5528571428571,18.7142857142857,2824.5
DS11-42153,112.163333333333,36,3074.32222222222
DS11-42154,140.411111111111,38.7777777777778,2886.62222222222
DS11-42155,91.95625,18.125,2595.3875
DS11-42157,122.523333333333,37.4444444444444,3627.47777777778
DS11-42158,90.3733333333333,37.8888888888889,3002.96666666667
DS11-42159,72.615,16.75,3083.6
DS11-42161,100.74625,23.875,2905.075
DS11-42163,110.567777777778,34.3333333333333,3058.88888888889
DS11-42164,120.606666666667,35.2222222222222,2677.77777777778
DS11-42165,75.02875,19.75,2590.55
DS11-42166,85.2925,22.375,3284.8875
DS11-42167,139.25,39.8888888888889,2516.94444444444
DS11-48077,89.1222222222222,32.8888888888889,3769.6
DS11-48078,104.041111111111,32,3642.24555555556
DS11-48080,106.916,30.3,3491.892
DS11-48081,104.38625,35.5,3134.875
DS11-48082,112.398888888889,38.2222222222222,3282.12222222222
DS11-48083,88.64,18.5,3179.501
DS11-48084,93.064,23.4,3676.794
DS11-48085,88.18,20.0909090909091,3197.27
DS11-48086,94.6977777777778,30.3333333333333,3625.16666666667
DS11-48087,102.68,32.8,3535.722
DS11-48088,101.159,33.1,3338.555
DS11-48089,97.8122222222222,32.4444444444444,3546.26666666667
DS11-48090,100.818888888889,34.6666666666667,3661.02222222222
DS11-48093,93.74,30,3619.71888888889
DS11-48094,110.197,31.8,3585.13
DS11-48095,100.162222222222,28.4444444444444,2921.76555555556
DS11-48096,105.495,32,3680.939
DS11-48097,98.165,32.2,3674.976
DS11-48098,77.3109090909091,17.9090909090909,3065.07363636364
DS11-48099,80.6918181818182,16.6363636363636,3153.11090909091
DS11-48100,70.969,15.6,2853.113
DS11-48101,98.3966666666667,28.6666666666667,3459.06333333333
DS11-48102,66.202,18.3,3123.747
DS11-48104,102.134444444444,29.4444444444444,3348.17555555556
DS11-48105,109.19,35.2222222222222,3672.54444444444
DS11-48107,67.4927272727273,19.6363636363636,2999.99454545455
DS11-48108,72.8054545454546,18.1818181818182,3034.40272727273
DS11-48109,100.093,30.2,3436.93
DS11-48110,93.6444444444444,21.7777777777778,3402.30111111111
DS11-48111,104.615,34.2,3593.51
DS11-48112,108.298,30.4,3410.133
DS11-48113,82.9333333333333,23.2380952380952,2701.34047619048
DS11-48115,110.36,37.125,3417.35
DS11-48116,103.338888888889,38.7777777777778,3884.27777777778
DS11-48117,103.142222222222,34.4444444444444,3369.44444444444
DS11-48118,77.93125,20.625,3402.9125
DS11-48119,98.83,33.875,3457.3
DS11-48120,72.7954545454545,16.5454545454545,3131.83909090909
DS11-48121,103.847,31.1,3371.996
DS11-48122,82.6327272727273,16.9090909090909,2942.28363636364
DS11-48123,99.8533333333333,26.5555555555556,3401.43888888889
DS11-48124,109.018888888889,31.3333333333333,3466.13555555556
DS11-48125,74.3527272727273,14.9090909090909,2578.41181818182
DS11-48126,76.5618181818182,20.5454545454545,3573.46909090909
DS11-48127,86.044,23.8,3281.58
DS11-48128,80.594,17.8,3327.042
DS11-48129,106.747,30,3528.486
DS11-48130,111.133,30.4,3251.059
DS11-48131,101.399,26.9,3356.647
DS11-48132,68.408,16.1,3007.679
DS11-48134,70.5827272727273,18.1818181818182,3030.74
DS11-48135,87.429,21.9,3632.341
DS11-48136,69.2854545454545,20,2853.45272727273
DS11-48137,70.0481818181818,16.7272727272727,2594.02818181818
DS11-48138,106.145,35.5,3043.265
DS11-48141,89.8677777777778,19.8888888888889,3227.59666666667
DS11-48144,72.233,20.6,2855.559
DS11-48147,80.3263636363636,20.1818181818182,3238.41363636364
DS11-48148,96.8375,34.375,3101.575
